ID,Coordinates (X),Coordinates (Y),Coordinates (Z),Region,Location,Puzzle Type,Description,Found
HR-550,-0879,-0927,0019,Central Hyrule,Exchange Ruins,Find Friend,South-west of exchange ruins,FALSE
HR-551,-1150,-1011,0008,Central Hyrule,Aquame Bridge,Lilypad Dive,In the water on the west side of the bridge,FALSE
EL-375,0523,3398,0181,Eldin,West Deplian Badlands,Find Friend,Next to pillars to the west of the road,FALSE
EL-376,0522,3397,0184,Eldin,West Deplian Badlands,Find Friend,On slope to east of road,FALSE
EL-552,0127,3149,0181,Eldin,Thyphlo Ruins,Lift Rock,On top of the pillar,FALSE
EL-553,0170,3036,0176,Eldin,Thyphlo Ruins,Lift Rock,Small island to the southwest of Thyphlo Ruins,FALSE
EL-554,0276,3120,0181,Eldin,Thyphlo Ruins,Block Puzzle,"At the thyphlo ruins, just to the west of the Skyview Tower",FALSE
EL-555,0521,3400,0183,Eldin,Deplian Badlands,Find Friend,On the slope next to the fallen stone. Does not appear until you interact with his friend,FALSE
EL-556,1022,3674,0110,Eldin,Deplian Badlands,FInd Friend,Bring him to his friend,FALSE
EL-557,0488,3055,0175,Eldin,Thyphlo Ruins,Find Friend,Bring him to his friend,FALSE
EL-558,0593,3044,0188,Eldin,Eldin Mountains,Find Friend,On top of the hillock,FALSE
EL-559,0859,3354,0209,Eldin,Eldin Mountains,Lift Rock,On the large tree,FALSE
EL-560,0787,2952,0282,Eldin,Eldin Mountains,Lift Rock,In the center of the hilt of the sword symbol on the ground,FALSE
EL-561,0770,2856,0215,Eldin,Eldin Mountains,Find Friend,Bring his friend back,FALSE
EL-562,0773,2857,0224,Eldin,Eldin Mountains,Find Friend,Out in the open near the drop off of a hill,FALSE
EL-563,1409,3778,0128,Eldin,Eldin Great Skeleton,Chase Lights,At the tail of the Eldin Great Skeleton,FALSE
EL-564,1714,3059,0393,Eldin,Isle of Rabac,Find Friend,Bring his friend to him,FALSE
EL-565,1380,2835,0361,Eldin,Darunia Lake,Rock Pattern,At the center of Darunia Lake,FALSE
EL-566,1573,2951,0398,Eldin,Darunia Lake,Shoot Target,Underneath a bridge to the Northeast of Darunia Lake,FALSE
EL-567,1602,2826,0466,Eldin,Yunobo Statue,Chase Lights,On top of the head of the Yunobo statue,FALSE
EL-568,2232,3680,0232,Eldin,Eldin's Flank,Block Puzzle,Solve the stone cube puzzle,FALSE
EL-569,2671,3443,0374,Eldin,Gut Check Rock,Chase Lights,On top of the souther right pillar,FALSE
EL-570,2405,3328,0435,Eldin,Sibajitak Shrine,Ascend Through Stump,Next to Sibajitak Shrine on the bottom of the archway,FALSE
EL-571,2511,2984,0523,Eldin,Death Caldera,Find Friend,Sitting by a campfire,FALSE
EL-572,2189,2773,0523,Eldin,Death Mountain West Site,Find Friend,On ground west of cart track,FALSE
EL-573,2198,3006,0507,Eldin,Death Caldera,Glide to Stump,At the glode plate on the mountain,FALSE
EL-574,2232,3041,0445,Eldin,Death Caldera,Shoot Target,Under the small bridge,FALSE
EL-575,2170,3035,0453,Eldin,Death Caldera,Flowers,Underneath the rock arch,FALSE
EL-576,2062,2757,0475,Eldin,Death Mountain West Site,Block Puzzle,In the small canyon,FALSE
EL-577,1991,2596,0457,Eldin,Death Mountain West Site,Find Friend,Under lean-to-next to the lava flow,FALSE
EL-578,1815,2641,0400,Eldin,Goro Cove,Find Friend,On ground next to the minecart track,FALSE
EL-579,2776,2520,0653,Eldin,Death Mountain,Shoot Target,Underneath an arch high above to the eastern side of Death Mountain,FALSE
EL-580,1724,2606,0431,Eldin,Goron City,Find Friend,Out in the open on a rock ledge,FALSE
EL-581,1722,2554,0498,Eldin,Goron City,Lift Rock,Atop the first of one of the statues in Goron City,FALSE
EL-582,1808,2526,0402,Eldin,Goron City,Offer Item,Northeast og Goron City,FALSE
EL-583,1574,2465,0408,Eldin,Goron City,Shoot Target,Inside the mouth,FALSE
EL-584,1251,2294,0322,Eldin,Goron City,Rock Pattern,Put the 2 stones in the right place,FALSE
EL-585,1473,2224,0294,Eldin,Golow River,Lilypad Dive,In the narrow lake west of Goron City,FALSE
EL-586,1680,2385,0463,Eldin,Stolock Bridge,Shoot Target,Underneath the large bridge on top of the village,FALSE
EL-587,1722,2421,0309,Eldin,Stolock Bridge,Lilypad Dive,The ring of lilypads in the pond,FALSE
EL-588,1745,2330,0420,Eldin,Goron City,Block Puzzle,In the valley behind Goron City,FALSE
EL-589,1799,2209,0497,Eldin,Goron Hot Springs,Glide to Stump,On a ledge beneath the bridge,FALSE
EL-590,3029,2289,0337,Eldin,Shadow Hamlet Ruins,Build Puzzle,Fix the roof using Ultrahand,FALSE
EL-591,2711,2389,0623,Eldin,Death Mountain,Chase Lights,On a rock outcropping on the south side of Death Mountain,FALSE
EL-592,2223,2368,0520,Eldin,Bridge of Eldin,Flowers,Underneath the bridge you will find the first flower,FALSE
EL-593,2063,2326,0498,Eldin,Gorok Lake,Block Puzzle,Small cliff north of Gorok Lake,FALSE
EL-594,1999,2121,0466,Eldin,Eldin Canyon,Lift Rock,Return the boulder from the hole below into the stand using Ultrahand,FALSE
EL-595,1984,2040,0423,Eldin,Gorko Tunnel Entrance,Find Friend,"On the ground, just west of the Gorko Tunnel Entrance",FALSE
EL-596,1834,1904,0342,Eldin,Gorko Tunnel Entrance,Find Friend,Start from Gorko Cave Entrance to the northeast,FALSE
EL-597,1670,1980,0342,Eldin,Gortram Cliff,Lift Rock,On top of the pickaxe rock formation next to the mine,FALSE
EL-598,1433,1953,0337,Eldin,Eldin Canyon,Ascend Through Stump,In a tiny cave inside the wall,FALSE
EL-599,1543,1808,0283,Eldin,Eldin Canyon,Find Friend,Bring him up to his friend,FALSE
EL-600,1504,1801,0309,Eldin,Eldin Canyon,Find Friend,On the plateau under a lean-to. He will not appear until you talk to his friend,FALSE
EL-601,1448,1750,0308,Eldin,Eldin Canyon,Lift Rock,Grab the big rock in the water,FALSE
EL-602,1699,1743,0343,Eldin,Eldin Canyon,Lift Rock,Put the nearby rock into the stand,FALSE
EL-603,1334,1314,0167,Eldin,Pico Pond,Shoot Target,Shoot the acorn inside the tree trunk,FALSE
EL-604,1424,1534,0363,Eldin,Eldin Canyon,Chase Lights,"Up on a tall hill, will be hidden until you climb the rock that all the red arrow signs are pointing at",FALSE
EL-605,1534,1606,0305,Eldin,Eldin Canyon,Find Friend,On the ground next to the construction materials,FALSE
EL-606,1767,1539,0309,Eldin,Goronbi Lake,Chase Lights,Top of building,FALSE
EL-607,1873,1629,0302,Eldin,Bedrock Bistro,Find Friend,To the north east of the bedrock bistro,FALSE
EL-608,2264,1835,0332,Eldin,Medingo Pool,Flowers,In the skull base near Medingo Pool,FALSE
EL-609,2431,1708,0149,Eldin,Gero Pond,Pull Plug,In Gero Pond to the northwest of Lake Intenoch,FALSE
EL-610,2704,1742,0119,Eldin,Broca Island,Rock Pattern,On the island,FALSE
Ak-611,2968,3648,0224,Akkala,Akkala Wilds,Find Friend,Bring his friend back,FALSE
Ak-612,3076,3683,0213,Akkala,Gut Check Rock,Shoot Target,To the north east of the Gut Check Rock,FALSE
Ak-613,3351,3664,0221,Akkala,Akkala Wilds,Find Friend,Take him to his friend,FALSE
Ak-614,3455,3580,0209,Akkala,Akkala Wilds,Shoot Target,Shoot 3 balloons,FALSE
Ak-615,3153,3430,0137,Akkala,Skull Lake,Glide to Stump,On a cliff overlooking Skull Lake,FALSE
Ak-616,3268,3397,0034,Akkala,Skull Lake,Lift Rock,On top of the pillar,FALSE
Ak-617,3146,3039,0141,Akkala,Rok Woods,Block Puzzle,On the cliffs west of the Rok Woods,FALSE
Ak-618,3344,3074,0058,Akkala,Rok Woods,Offer Item,Place an apple in the empty altar,FALSE
Ak-619,3448,3175,0054,Akkala,Rok Woods,Find Friend,Bring his friend back,FALSE
Ak-620,3768,3376,0171,Akkala,Akkala Wilds,Lift Rock,Put the rock in the tree pedestal,FALSE
Ak-621,3574,3048,0109,Akkala,Tempest Gulch,Glide to Stump,On top of the rock (can't touch the ground before hitting target),FALSE
Ak-622,3959,3118,0179,Akkala,Tumlea Heights,Find Friend,Bring him to his friend,FALSE
Ak-623,4120,3285,0198,Akkala,Tumlea Heights,Shoot Target,In the building remains,FALSE
Ak-624,4155,3167,0250,Akkala,Tumlea Heights,Lift Rock,On top of the three rocks standing up,FALSE
Ak-625,4297,3273,0171,Akkala,Tumlea Heights,Find Friend,Bring him to his friend,FALSE
Ak-626,4415,3265,0206,Akkala,Akkala Ancient Tech Lab,Find Friend,Bring his friend to him,FALSE
Ak-627,4435,3187,0249,Akkala,Akkala Ancient Tech Lab,Flowers,In the middle of the crator near the wood pile,FALSE
Ak-628,4493,3148,0245,Akkala,Akkala Ancient Tech Lab,Offer Item,In the three statues bowls place a banana,FALSE
Ak-629,4541,3162,0270,Akkala,Akkala Ancient Tech Lab,Chase Lights,At the top of the crane on top of the house,FALSE
Ak-630,4794,3753,0139,Akkala,Lomei Labyrinth Island,Shoot Target,Very top of the wall in the corner,FALSE
Ak-631,4626,2859,0002,Akkala,North Akkala Beach,Find Friend,Bring his friend back,FALSE
Ak-632,4277,2942,0143,Akkala,Bloodleaf Lake,Lilypad Dive,On the southern bank of Bloodleaf Lake,FALSE
Ak-633,4393,2719,0119,Akkala,North Akkala Foothill,Block Puzzle,Complete the puzzle,FALSE
Ak-634,4274,2826,0147,Akkala,North Akkala Foothill,Burn Leaves,On a ledge near a tree,FALSE
Ak-635,4202,2741,0127,Akkala,East Akkala Stable,Find Friend,On top of a box ourside East Akkala Stable,FALSE
Ak-636,3855,2686,0049,Akkala,North Akkala Valley,Find Friend,Bring his friend to him,FALSE
Ak-637,3767,2696,0018,Akkala,Spring of Power,Chase Lights,One level behind and above the Goddess Statue,FALSE
Ak-638,3538,2634,0077,Akkala,Ordorac Quarry,Block Puzzle,North of Ordorac Quarry,FALSE
Ak-639,4353,2535,0077,Akkala,East Akkala Beach,Find Friend,On a cliff overlooking East Akkala Beach,FALSE
Ak-640,4312,2519,0080,Akkala,East Akkala Beach,Chase Lights,In a small set of ruins north of East Akkala Beach (find the right place between 2 red arrows),FALSE
Ak-641,4278,2337,0020,Akkala,East Akkala Beach,Find Friend,"On the ground next to the road, will not appear until you interact with his friend",FALSE
Ak-642,4074,2451,0073,Akkala,Octorok Lake,Burn Leaves,In the middle o fthe Octorok Lake,FALSE
Ak-643,3746,2305,0093,Akkala,East Akkala Plains,Find Friend,Hill overlooking shrine,FALSE
Ak-644,3326,2168,0135,Akkala,Shadow Pass,Chase Lights,Follow where the red pointing arrows lead to the top of the tree,FALSE
Ak-645,3222,2169,0128,Akkala,Shadow Pass,Find Friend,"Along the road, bring his friend back",FALSE
Ak-646,3223,2170,0138,Akkala,Kanalet Ridge,Find Friend,Bring him to his freind in the north,FALSE
Ak-647,3232,1787,0226,Akkala,Kanalet Ridge,Lift Rock,On top of the trunk of the tree,FALSE
Ak-648,3647,1796,0112,Akkala,Torin Wetland,Lift Rock,Top of the building,FALSE
Ak-649,4527,2047,0000,Akkala,Rist Peninsula,Lift Rock,On the tip of the spiral island there is a small rock in the water,FALSE
Ak-650,4742,1983,0000,Akkala,Rist Peninsula,Find Friend,Bring his friend back,FALSE
Ak-651,4599,1858,0009,Akkala,Rist Peninsula,Burn Leaves,Inside a ruined corner wall by the sea,FALSE
Ak-652,4717,1417,0181,Akkala,Tingel Island,Chase Lights,Follow the arrow signs,FALSE
Ak-653,4294,1607,0153,Akkala,Malin Bay,Find Friend,Overlooking the cliff,FALSE
Ak-654,4021,1623,0137,Akkala,Tarrey Town,Lift Rock,Gate leading into Tarrey Town,FALSE
Ak-655,3972,1612,0127,Akkala,Tarrey Town,Block Puzzle,"In the center of town, ring the bell (pull it all the way up)",FALSE
Ak-656,4137,1491,0166,Akkala,Akkala Highlands,Build Puzzle,Between Tarrey town and Link's plot of land,FALSE
Ak-657,4109,1384,0166,Akkala,Akkala Highlands,Chase Lights,In a small pong just south of Tarrey Town,FALSE
Ak-658,4048,1284,0216,Akkala,Akkala Highlands,Chase Lights,"On top of the big tree, follow the red arrows",FALSE
Ak-659,3882,1338,0247,Akkala,Akkala Highlands,Flowers,Flower near the three statues,FALSE
Ak-660,3669,1468,0096,Akkala,Torin Wetland,Flowers,Atop one of the ruins in the Torin Wetland,FALSE
Ak-661,3869,1092,0223,Akkala,East Sokkala Bridge,Pull Plug,Pop the cork with Ultrahand,FALSE
Ak-662,4475,0936,0096,Akkala,Ukuku Plains,Light Ring,On the ledge overlooking the canyon,FALSE
Ak-663,4697,0547,0230,Akkala,Davdi Island,Glide to Stump,Start at the stump and glide to finish without touching the ground,FALSE
Ak-664,4484,0676,0254,Akkala,Ukuku Plains,Build Puzzle,Make a bridge with the wood nearby to catch the glitter,FALSE
Ak-665,4360,0776,0280,Akkala,Ukuku Plains,Find Friend,Bring his friend located in the west on the other side of the lake,FALSE
Ak-666,4055,0943,0276,Akkala,Ukuku Plains,Find Friend,Bring him to his friend,FALSE
Ak-667,4389,0612,0275,Akkala,Ukuku Plains,Rock Pattern,Complete the stone pattern with nearby stones,FALSE
Ak-668,4271,0509,0335,Akkala,Ukuku Plains,Shoot Target,Shoot three balloons,FALSE
Ak-669,4173,0699,0246,Akkala,Ulria Grotto,Pull Plug,Pull the plug out,FALSE
Ak-670,4078,0821,0232,Akkala,Ukuku Plains,Ascend Through Stump,Small alcove partly down the cliff,FALSE
Ak-671,3904,0797,0383,Akkala,Ukuku Plains,Block Puzzle,Solve the stone cube puzzle,FALSE
Ak-672,3801,0856,0276,Akkala,Ukuku Plains,Rock Pattern,Solve the stone triangle,FALSE
Ak-673,3545,0964,0394,Akkala,Ukuku Plains,Rock Pattern,Solve the stone ring,FALSE
Ak-674,3357,1306,0289,Akkala,Akkala Parade Ground Ruins,Block Puzzle,Behind a row of canons near the Akkala Parade Ground Ruins,FALSE
Ak-675,3296,1511,0436,Akkala,Akkala Citadel Ruins,Chase Lights,"At the very top of the broken archway, highest point of the ruins",FALSE
Ak-676,3272,1398,0285,Akkala,Akkala Citadel Ruins,Lift Rock,Right on the edge of a cliff below the Akkala Citadel Ruins,FALSE
Ak-677,3160,1426,0256,Akkala,Akkala Bridge Ruins,Burn Leaves,Burn leaves then lift rock,FALSE
Ak-678,3115,1306,0318,Akkala,South Akkala Plains,Chase Lights,By a tree,FALSE
Ak-679,3012,1200,0240,Akkala,South Akkala Plains,Pull Plug,"Under the bridge on a broken column, need to pull cork",FALSE
Ak-680,3074,1138,0281,Akkala,South Akkala Plains,Chase Lights,"Atop ruined beam, find where the red arrows are pointing",FALSE
La-681,0553,0514,0013,Lanayru,Thims Bridge,Lift Rock,Under the Thims Bridge,FALSE
La-682,1467,0677,0027,Lanayru,Trilby Plain,Shoot Target,Hole in the west side of tree,FALSE
La-683,1577,0725,0077,Lanayru,Trilby Plain,Offer Item,"Under the big tree, put an apple in the empty bowl",FALSE
La-684,1535,0511,0010,Lanayru,Trilby Plain,Find Friend,Near the construction platform on the beach,FALSE
La-685,1858,0786,0091,Lanayru,Trilby Plain,Lift Rock,Near the dragon tear,FALSE
La-686,1941,1205,0140,Lanayru,Lake Ferona,Lift Rock,"At the western edge of Lake Ferona, at the peak of the island",FALSE
La-687,2129,1083,0132,Lanayru,Lake Ferona,Find Friend,Bring his friend here,FALSE
La-688,2313,1132,0187,Lanayru,Lake Ferona,Ascend Through Stump,Ceiling stump is to the southeast of Lake Ferona,FALSE
La-689,2371,1401,0129,Lanayru,Maw of Death Mountain,Find Friend,on the bridge at the Maw of Death Mountain,FALSE
La-690,2436,1243,0119,Lanayru,Maw of Death Mountain,Flowers,You can find a dandelion under the archway,FALSE
La-691,2290,0943,0111,Lanayru,Trilby Valley,Rock Pattern,South of Lake Ferona,FALSE
La-692,2751,1374,0126,Lanayru,Cephla Lake,Light Ring,At the shore of the western Cephla Lake,FALSE
La-693,2179,1154,0178,Lanayru,Cephla Lake,Block Puzzle,"By the lake shore, complete the puzzle",FALSE
La-694,2639,1109,0158,Lanayru,Cephla Lake,Find Friend,On a hill near a Foothill Stable,FALSE
La-695,2671,1077,0156,Lanayru,Cephla Lake,Chase Lights,Look for the sparkles near the ruined building,FALSE
La-696,2556,0763,0117,Lanayru,Ternio Trail,Chase Lights,Running across the rocks,FALSE
La-697,2760,0770,0199,Lanayru,Ternio Trail,Find Friend,Bring him to his friend,FALSE
La-698,2642,0635,0177,Lanayru,Ternio Trail,Find Friend,"Mountain side, near three trees",FALSE
La-699,2545,0639,0127,Lanayru,Ternio Trail,Find Friend,On top of rocks to the east of the construction materials,FALSE
La-700,2579,0487,0179,Lanayru,Ternio Trail,Light Ring,Atop the pillars,FALSE
La-701,2425,0412,0195,Lanayru,Ternio Trail,Chase Lights,Atop of tree,FALSE
La-702,2336,0273,0026,Lanayru,Inogo Bridge,Shoot Target,Top of tower,FALSE
La-703,2238,0245,0014,Lanayru,Inogo Bridge,Find Friend,Bring him to his friend,FALSE
La-704,1683,0258,0016,Lanayru,Mercay Island,Find Friend,"Under a tree, near the shore, will not appear unless you talk to his friend first",FALSE
La-705,1701,0007,0010,Lanayru,Mercay Island,Find Friend,"On the grassy shore, next to the short rock cliff. He will not appear until you talk to his friend",FALSE
La-706,1891,-0150,0009,Lanayru,Kincean Island,Lift Rock,Under the bridge,FALSE
La-707,1304,-0179,0008,Lanayru,Zauz Island,Light Ring,West from the Zauz Island,FALSE
La-708,1505,-0332,0014,Lanayru,Goponga Village Ruins,Find Friend,On a small mound,FALSE
La-709,1441,-0537,0012,Lanayru,Millennio Sandbar,Flowers,The dandelion on top of the rock,FALSE
La-710,1824,-0459,0012,Lanayru,Millennio Sandbar,Lift Rock,"Millennio Sandbar, just south of Bannan Island",FALSE
La-711,2201,0159,0034,Lanayru,Zora River,Find Friend,Bring his friend back,FALSE
La-712,2211,0046,0050,Lanayru,Zora River,Block Puzzle,"There are 4 fixed pattern, which represents the faces of a dice, from one to four. The piece which can be grab has to be put in the fourth pattern to make the number 4",FALSE
La-713,2308,0131,0104,Lanayru,Zora River,Shoot Target,"On top of the mountain, in a small ruined shack",FALSE
La-714,2307,0011,0051,Lanayru,Zora River,Lilypad Dive,Climb to the highest cliff and dive into the circle,FALSE
La-715,2471,0150,0079,Lanayru,Tabahl Woods,Lift Rock,At the top of the Zonai Ruins,FALSE
La-716,2461,-0045,0079,Lanayru,Rutala River,Rock Pattern,Edge of a cliff looking over Rutala River,FALSE
La-717,2750,0250,0109,Lanayru,Tabahl Woods,Flowers,Under the rock arch,FALSE
La-718,2619,0056,0019,Lanayru,Bank of Wishes,Find Friend,Brind his friend back,FALSE
La-719,2781,0198,0079,Lanayru,Rutala River,Pull Plug,Pop the cork by the riverbank,FALSE
La-720,2673,0009,0099,Lanayru,Zodobon Highlands,Ascend Through Stump,In the small cave over a pond on the north side of the Zodobon Highlands,FALSE
La-721,3013,0931,0379,Lanayru,Upland Zorana,Lift Rock,Most of the way up the cliff on a narrow dead end,FALSE
La-722,3389,0742,0171,Lanayru,Toto Lake,Lilypad Dive,In the center of the shallow pool,FALSE
La-723,3166,0586,0116,Lanayru,Upland Zorana,Rock Pattern,On the shore of the water,FALSE
La-724,3105,0460,0172,Lanayru,Veiled Falls,Light Ring,"At the base of falls, swim up the waterfall",FALSE
La-725,3329,0532,0112,Lanayru,Zora's Domain,Lift Rock,"Ground level under the walkways of Zora's Domain, hiding under a small rock behind the column in the middle of the water",FALSE
La-726,3321,0515,0305,Lanayru,Zora's Domain,Chase Lights,"Top of the tail in the center, specifically in the decorative arch",FALSE
La-727,2807,0183,0146,Lanayru,Zora River,Find Friend,Bring him to his friend,FALSE
La-728,2940,0206,0205,Lanayru,Ralis Pond,Shoot Target,In the fallen tree stump,FALSE
La-729,2955,0256,0220,Lanayru,Ralis Pond,Light Ring,"On the top of the hill, close to Ruto Lake",FALSE
La-730,2851,-0028,0080,Lanayru,Oren Bridge,Lift Rock,In the middle of the Zora River,FALSE
La-731,2961,-0053,0142,Lanayru,Zodobon Highlands,Chase Lights,At bottom of cliff between the red arrows,FALSE
La-732,2951,-0080,0315,Lanayru,Zodobon Highlands,Shoot Target,On the top of the mountain,FALSE
La-733,2943,-0349,0180,Lanayru,Zodobon Highlands,Flowers,Chase the flower,FALSE
La-734,3277,-0011,0276,Lanayru,Ruto Mountain,Glide to Stump,On top of the hill,FALSE
La-735,3191,0224,0150,Lanayru,Great Zora Bridge,Chase Lights,At the top of the tree before the Great Zora Bridge,FALSE
La-736,3218,0283,0078,Lanayru,Great Zora Bridge,Lift Rock,"Under the southern side of the bridge, all the way at the waters edge down below",FALSE
La-737,3285,0039,0258,Lanayru,Ruto Precipice,Shoot Target,At the edge of the cliff,FALSE
La-738,3290,0544,0485,Lanayru,Ploymus Mountain,Find Friend,At a small camp at the edge of the mountain,FALSE
La-739,3781,0043,0531,Lanayru,Shatterback Point,Find Friend,"On the side of the mountain, beside the steps",FALSE
La-740,3665,0445,0250,Lanayru,Ploymus Mountain,Flowers,Under the broken columns,FALSE
La-741,3579,0417,0211,Lanayru,Ploymus Mountain,Shoot Target,Under the topmost stairs,FALSE
La-742,4111,0471,0374,Lanayru,Tal Tal Peak,Lift Rock,Move the boulder on the other side of the waterfall into the holder,FALSE
La-743,4100,0475,0263,Lanayru,Tal Tal Peak,Lift Rock,Behind the waterfall at the very bottom,FALSE
La-744,4135,0407,0416,Lanayru,Tal Tal Peak,Lift Rock,On the very top of the mountain,FALSE
La-745,3879,0265,0211,Lanayru,Tal Tal Peak,Find Friend,Bring his friend here,FALSE
La-746,3527,-0061,0211,Lanayru,Rutala Damn,Find Friend,Bring him to his friend,FALSE
La-747,3820,0076,0211,Lanayru,East Reservoir Lake,Shoot Target,At the end of the pier,FALSE
La-748,4272,0136,0100,Lanayru,Tal Tal Peak,Block Puzzle,"At the edge of cliff, finish the small tower of stones",FALSE
La-749,4219,0158,0279,Lanayru,East Reservoir Lake,Block Puzzle,"On the cliff east of East Reservoir Lake, close to Spool Bight",FALSE
La-750,4164,0063,0349,Lanayru,Tal Tal Peak,Lift Rock,On the structer on top of the 3 chests,FALSE
La-751,4324,-0141,0047,Lanayru,Talus Plateau,Flowers,Hit the dandelion and catch the seed,FALSE
La-752,4000,-0185,0176,Lanayru,Ja'Abu Ridge,Find Friend,Bring him to his friend to the south east on Lodrun Headland,FALSE
La-753,3526,-0367,0145,Lanayru,Ja'Abu Ridge,Block Puzzle,Solve the stone structure puzzle,FALSE
La-754,4457,-0354,0056,Lanayru,Talus Plateau,Lift Rock,In the center spiral,FALSE
La-755,4400,-0479,-0055,Lanayru,Talus Plateau,Ascend Through Stump,Under the arch,FALSE
La-756,4396,-0536,0054,Lanayru,Lodrum Headland,Block Puzzle,Complete the structure in a small pond,FALSE
La-757,4499,-0648,0075,Lanayru,Lodrum Headland,Find Friend,Camping on a hill near the ruins,FALSE
La-758,4448,-0743,0068,Lanayru,Lodrum Headland,Flowers,On top of the pillar,FALSE
La-759,4184,0443,0024,Lanayru,Horon Lagoon,Light Ring,On top of the alcove,FALSE
La-760,4142,-0558,0004,Lanayru,Horon Lagoon,Chase Lights,"On top of a rock, in the middle of 3 arrows",FALSE
La-761,3944,-0415,0038,Lanayru,Brynna Plain,Rock Pattern,Bring 2 rocks to complete the formation,FALSE
La-762,3711,-0621,0001,Lanayru,Lanayru Bay,Flowers,Catch the flowers,FALSE
La-763,3654,-0602,0004,Lanayru,Lanayru Bay,Find Friend,Bring him to his friend,FALSE
La-764,4513,-1005,0009,Lanayru,Wintre Island,Chase Lights,Chase the sparkles,FALSE
La-765,3322,-0475,0021,Lanayru,Samasa Plain,Lift Rock,On top of a tree,FALSE
La-766,3137,-0436,0008,Lanayru,Rutala River,Lilypad Dive,Jump in the flower circle at the end of dock,FALSE
La-767,3202,-0658,0000,Lanayru,Samasa Plain,Offer Item,Put a porgy in the bowl and light it on fire,FALSE
La-768,1086,-1048,0010,Lanayru,Nabi Lake,Light Ring,"In the river, stand on the platform to activate trial towards river bank",FALSE
La-769,1283,-0833,0078,Lanayru,Sahasra Slope,Lift Rock,Stone on top of the tree,FALSE
La-770,1259,-1005,0152,Lanayru,Sahasra Slope,Flowers,Flower on top of the hill,FALSE
La-771,1627,-0782,0039,Lanayru,Rikoka Hills,Lift Rock,In the tree along a branch,FALSE
La-772,1574,-1044,0151,Lanayru,Sahasra Slope,Flowers,On top of the gate,FALSE
La-773,1693,-0929,0310,Lanayru,Ring Ruins,Lift Rock,On the highest point of the giant Ring Ruin,FALSE
La-774,1791,-0854,0117,Lanayru,Ring Ruins,Shoot Target,Behind the Ring Ruins on the north side of Kakariko Village,FALSE
La-775,1778,-0985,0119,Lanayru,Ring Ruins,Chase Lights,Under the house,FALSE
La-776,1761,-0984,0140,Lanayru,Ring Ruins,Chase Lights,On the roof,FALSE
La-777,1873,-0804,0239,Lanayru,East Hill,Find Friend,Bring him to his friend,FALSE
La-778,2175,-0567,0211,Lanayru,Quatta's Shelf,Find Friend,Bring his friend back to him,FALSE
La-779,1981,-0450,0068,Lanayru,Quatta's Shelf,Shoot Target,A tree on a ledge halfway down the mountain towards Lanayru Wetlands,FALSE
La-780,1996,-0958,0178,Lanayru,Pierre Plateau,Shoot Target,Under the right side of the bridge,FALSE
La-781,2241,-0725,0230,Lanayru,Lanayru Road - West Gate,Offer Item,Three statues surrounding a single bowl with an apple (need to place as many apples as there is statues),FALSE
La-782,2165,-1038,0354,Lanayru,Pierre Plateau,Rock Pattern,On top of the hill,FALSE
La-783,2030,-1165,0160,Lanayru,Bonooru's Stand,Lift Rock,Above the pond on a ledge,FALSE
La-784,1926,-1488,0081,Lanayru,Lake Siela,Lift Rock,On top of the tall hill,FALSE
La-785,2198,-1374,0056,Lanayru,Lake Siela,Chase Lights,On a cliff ledge,FALSE
La-786,2300,-1356,0129,Lanayru,Lake Siela,Shoot Target,"Below the cliff, above the source of the flowing water",FALSE
La-787,2294,-1510,0062,Lanayru,Phalian Highlands,Lift Rock,Put the stone over the wooden branches,FALSE
La-788,2190,-1700,0023,Lanayru,Phalian Highlands,Find Friend,Korok has been separated from their friend to the west,FALSE
La-789,2510,-1572,0014,Lanayru,Phalian Highlands,Ascend Through Stump,Past two statues under a small stone structure,FALSE
La-790,2547,-1077,0112,Lanayru,Lanayru Promenade,Shoot Target,On the south bank of the Lanayru Promenade west of Oogim Shrine,FALSE
La-791,2834,-1119,0102,Lanayru,Lanayru Promenade,Lift Rock,Under the stairs,FALSE
La-792,2766,-1217,0166,Lanayru,Lanayru Promenade,Flowers,Beside the tree above,FALSE
La-793,2495,-0892,0196,Lanayru,Lanayru Heights,Lift Rock,Put the boulder in nearby hole in wooden stand on top of a rock,FALSE
La-794,2546,-0585,0120,Lanayru,Rabia Plain,Lift Rock,On top of a tree,FALSE
La-795,2634,-0364,0150,Lanayru,Rabia Plain,Shoot Target,Look for an acorn hanging from tree branch that points northeast towards the river,FALSE
La-796,2690,-0544,0111,Lanayru,Rabia Plain,Find Friend,In front of the lake,FALSE
La-797,2760,-0582,0133,Lanayru,Rabia Plain,Find Friend,Under a small tent on the plateau just above the pond to the west. He will not appear until you talk with his friend,FALSE
La-798,3016,-0771,0146,Lanayru,Trotter's Downfall,Rock Pattern,Put the stone in the right place,FALSE
La-799,3305,-0774,0010,Lanayru,Trotter's Downfall,Find Friend,Bring his friend back,FALSE
La-800,2921,-1395,0378,Lanayru,Peak of Awakening,Pull Plug,"On top of the mountain, attach platforms to throw cork off mountain",FALSE
La-801,-0159,0096,0021,Lanayru,Purifier Lake,Block Puzzle,Complete the puzzle piece,FALSE
La-802,3235,-1538,0197,Lanayru,Nirvata Plateau,Rock Pattern,Complete the moon shape,FALSE
La-803,3501,-1475,0162,Lanayru,Naydra Snowfield,Find Friend,Take him to his friend uphill to the east,FALSE
